experiment,objective,tire_set,simulation_id,final_gap,winner,A_wins,B_wins,tie,start_tire_A,start_tire_B,n_pits_A,n_pits_B,had_VSC,had_SC,mean_gap_race,std_gap_race
EXP_SH_win,win,"[1, 3]",7617,-0.19999999999999574,A,1,0,0,1,1,2,2,0,1,-0.885714285714282,1.4986615343558485
EXP_SH_win,win,"[1, 3]",7618,0.600000000000005,B,0,1,0,1,3,2,1,0,1,-0.2857142857142815,1.077159277378949
EXP_SH_win,win,"[1, 3]",7619,-0.3999999999999959,A,1,0,0,1,3,1,1,1,0,-1.0190476190476154,0.8278595737943143
EXP_SH_win,win,"[1, 3]",7620,-5.0,A,1,0,0,3,3,1,2,0,0,-1.0952380952380918,1.5585329458534594
EXP_SH_win,win,"[1, 3]",7621,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-0.990476190476187,0.9185416816136757
EXP_SH_win,win,"[1, 3]",7622,-1.3999999999999968,A,1,0,0,1,3,1,2,1,0,-0.2476190476190434,0.9988655696858595
EXP_SH_win,win,"[1, 3]",7623,4.440892098500626e-15,B,0,1,0,1,3,1,2,0,1,-0.6190476190476152,1.110820823757969
EXP_SH_win,win,"[1, 3]",7624,1.0000000000000053,B,0,1,0,1,3,1,2,0,1,-0.2476190476190434,1.1838673701531692
EXP_SH_win,win,"[1, 3]",7625,4.440892098500626e-15,B,0,1,0,1,1,1,3,0,1,-0.3428571428571387,1.0237984495525105
EXP_SH_win,win,"[1, 3]",7626,1.6000000000000059,B,0,1,0,1,3,1,2,1,0,-0.8857142857142822,1.6976975203929303
EXP_SH_win,win,"[1, 3]",7627,-0.7999999999999963,A,1,0,0,3,1,1,1,0,0,0.780952380952386,0.782924339602462
EXP_SH_win,win,"[1, 3]",7628,4.440892098500626e-15,B,0,1,0,1,3,1,1,1,0,-0.9142857142857108,0.8719358398664083
EXP_SH_win,win,"[1, 3]",7629,-1.7999999999999972,A,1,0,0,1,3,1,3,0,0,-0.971428571428568,1.7677380912294895
EXP_SH_win,win,"[1, 3]",7630,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-1.0380952380952346,0.9105080687784481
EXP_SH_win,win,"[1, 3]",7631,-0.9999999999999964,A,1,0,0,1,1,3,3,0,0,-1.2761904761904728,1.429586940644633
EXP_SH_win,win,"[1, 3]",7632,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-1.0190476190476154,0.9152772401321123
EXP_SH_win,win,"[1, 3]",7633,-0.9999999999999964,A,1,0,0,3,1,2,1,0,1,0.638095238095243,1.6066754170309614
EXP_SH_win,win,"[1, 3]",7634,0.600000000000005,B,0,1,0,1,3,1,1,0,0,-1.2095238095238061,0.7184008444055667
EXP_SH_win,win,"[1, 3]",7635,0.20000000000000462,B,0,1,0,1,1,2,1,1,1,-0.4857142857142817,1.2166643369654344
EXP_SH_win,win,"[1, 3]",7636,-0.9999999999999964,A,1,0,0,3,3,2,6,0,0,-2.3523809523809507,1.8669096051825615
EXP_SH_win,win,"[1, 3]",7637,4.440892098500626e-15,B,0,1,0,1,3,1,1,0,0,-1.2380952380952348,0.654999956725692
EXP_SH_win,win,"[1, 3]",7638,-0.19999999999999574,A,1,0,0,1,1,1,1,0,1,-0.9428571428571392,0.9524761857147626
EXP_SH_win,win,"[1, 3]",7639,-2.599999999999998,A,1,0,0,1,3,1,2,1,0,-1.114285714285711,0.8609439527611072
EXP_SH_win,win,"[1, 3]",7640,-1.7999999999999972,A,1,0,0,1,3,1,3,0,0,-1.0761904761904726,1.6727236876266796
EXP_SH_win,win,"[1, 3]",7641,-2.1999999999999975,A,1,0,0,1,3,1,3,0,0,-1.33333333333333,1.5072312469379197
EXP_SH_win,win,"[1, 3]",7642,-0.3999999999999959,A,1,0,0,1,3,1,1,0,0,-1.190476190476187,1.0734478326556485
EXP_SH_win,win,"[1, 3]",7643,0.20000000000000462,B,0,1,0,3,1,1,1,0,0,0.7714285714285767,1.1352125276762937
EXP_SH_win,win,"[1, 3]",7644,-0.7999999999999963,A,1,0,0,3,3,1,1,1,0,0.06666666666667116,1.2714196539726523
EXP_SH_win,win,"[1, 3]",7645,-1.9999999999999973,A,1,0,0,1,3,1,3,0,0,-1.1619047619047584,1.6348805666225854
EXP_SH_win,win,"[1, 3]",7646,4.440892098500626e-15,B,0,1,0,1,3,1,1,0,0,-1.2190476190476158,0.6730308473925626
EXP_SH_win,win,"[1, 3]",7647,-1.1999999999999966,A,1,0,0,3,3,1,2,0,0,-1.2857142857142823,1.6762445878711592
EXP_SH_win,win,"[1, 3]",7648,0.20000000000000462,B,0,1,0,1,3,2,1,0,1,-0.10476190476190042,1.0665816292633623
EXP_SH_win,win,"[1, 3]",7649,-0.19999999999999574,A,1,0,0,1,3,1,1,0,1,-1.2190476190476158,0.6758550475889595
EXP_SH_win,win,"[1, 3]",7650,-0.3999999999999959,A,1,0,0,1,3,1,1,1,0,-1.1047619047619013,0.845422515092273
EXP_SH_win,win,"[1, 3]",7651,-0.7999999999999963,A,1,0,0,3,3,2,6,0,0,-2.3333333333333313,1.881573134458894
EXP_SH_win,win,"[1, 3]",7652,-2.3999999999999977,A,1,0,0,1,3,1,3,0,0,-1.3619047619047586,1.4974505923882746
EXP_SH_win,win,"[1, 3]",7653,-0.9999999999999964,A,1,0,0,1,1,1,1,1,0,-1.0476190476190441,0.9090125713516204
EXP_SH_win,win,"[1, 3]",7654,-3.1999999999999984,A,1,0,0,1,3,1,1,1,0,-0.9809523809523772,1.5649795518576053
EXP_SH_win,win,"[1, 3]",7655,0.8000000000000052,B,0,1,0,1,3,2,1,0,1,0.03809523809524257,1.086048403058929
EXP_SH_win,win,"[1, 3]",7656,-0.9999999999999964,A,1,0,0,3,3,3,6,0,0,-2.0190476190476168,1.8360462302559797
EXP_SH_win,win,"[1, 3]",7657,1.0000000000000053,B,0,1,0,1,1,1,1,0,0,0.4285714285714334,1.0014954804086302
