experiment,objective,tire_set,simulation_id,final_gap,winner,A_wins,B_wins,tie,start_tire_A,start_tire_B,n_pits_A,n_pits_B,had_VSC,had_SC,mean_gap_race,std_gap_race
EXP_SH_gap,gap,"[1, 3]",43,-0.19999999999999574,A,1,0,0,1,3,1,1,1,0,-0.971428571428568,1.2004534290734281
EXP_SH_gap,gap,"[1, 3]",44,1.0000000000000053,B,0,1,0,1,3,3,2,0,1,0.7523809523809575,0.5197243295101815
EXP_SH_gap,gap,"[1, 3]",45,-0.9999999999999964,A,1,0,0,1,1,1,3,1,0,-1.8190476190476172,1.4086870102938145
EXP_SH_gap,gap,"[1, 3]",46,-0.9999999999999964,A,1,0,0,3,3,1,1,0,0,-0.6761904761904725,0.16876233473018443
EXP_SH_gap,gap,"[1, 3]",47,-0.9999999999999964,A,1,0,0,1,1,2,2,1,0,-0.599999999999996,0.13801311186847096
EXP_SH_gap,gap,"[1, 3]",48,0.8000000000000052,B,0,1,0,1,3,2,1,1,0,0.009523809523813972,0.8360364322801814
EXP_SH_gap,gap,"[1, 3]",49,-0.7999999999999963,A,1,0,0,1,1,1,1,0,0,-0.93333333333333,0.9244474969424579
EXP_SH_gap,gap,"[1, 3]",50,-0.19999999999999574,A,1,0,0,1,3,1,1,1,0,-0.847619047619044,0.852793196400901
EXP_SH_gap,gap,"[1, 3]",51,-0.19999999999999574,A,1,0,0,3,3,1,1,0,1,-0.8476190476190439,0.25376976370427123
EXP_SH_gap,gap,"[1, 3]",52,-0.9999999999999964,A,1,0,0,1,3,1,1,1,0,-1.6476190476190447,0.6499956392667264
EXP_SH_gap,gap,"[1, 3]",53,-0.3999999999999959,A,1,0,0,1,3,1,1,0,0,-1.438095238095235,0.654999956725692
EXP_SH_gap,gap,"[1, 3]",54,-0.3999999999999959,A,1,0,0,1,3,1,1,0,0,-1.4095238095238063,0.6858465480910038
EXP_SH_gap,gap,"[1, 3]",55,4.440892098500626e-15,B,0,1,0,3,1,1,1,0,1,1.047619047619053,0.7506308760090685
EXP_SH_gap,gap,"[1, 3]",56,-0.3999999999999959,A,1,0,0,1,3,1,1,0,0,-1.438095238095235,0.654999956725692
EXP_SH_gap,gap,"[1, 3]",57,-0.9999999999999964,A,1,0,0,1,3,2,1,1,0,-0.9142857142857107,1.1238902311616923
EXP_SH_gap,gap,"[1, 3]",58,4.440892098500626e-15,B,0,1,0,3,1,1,1,0,0,0.8476190476190529,0.8392848699759355
EXP_SH_gap,gap,"[1, 3]",59,-0.19999999999999574,A,1,0,0,1,3,1,1,0,1,-1.3999999999999968,0.7091242083423354
EXP_SH_gap,gap,"[1, 3]",60,-0.5999999999999961,A,1,0,0,1,3,1,1,1,0,-1.3523809523809494,0.5585858399472455
EXP_SH_gap,gap,"[1, 3]",61,0.8000000000000052,B,0,1,0,1,1,1,1,0,0,0.6190476190476237,0.3947501290678614
EXP_SH_gap,gap,"[1, 3]",62,-0.9999999999999964,A,1,0,0,3,1,2,3,1,1,-0.685714285714282,0.42120655976182864
EXP_SH_gap,gap,"[1, 3]",63,-0.9999999999999964,A,1,0,0,3,3,1,1,0,0,-0.9142857142857107,0.2006791191019571
EXP_SH_gap,gap,"[1, 3]",64,-0.5999999999999961,A,1,0,0,3,1,1,1,1,0,0.7809523809523863,0.7429792329463659
EXP_SH_gap,gap,"[1, 3]",65,-0.9999999999999964,A,1,0,0,1,3,1,1,1,0,-1.7619047619047592,0.631307177873393
EXP_SH_gap,gap,"[1, 3]",66,-0.3999999999999959,A,1,0,0,1,3,1,1,0,1,-1.3999999999999968,0.6900655593423548
EXP_SH_gap,gap,"[1, 3]",67,-0.19999999999999574,A,1,0,0,1,3,1,1,0,0,-1.2285714285714253,0.6569357851802115
EXP_SH_gap,gap,"[1, 3]",68,-0.5999999999999961,A,1,0,0,1,1,2,2,1,1,-0.7142857142857103,1.1929498110568957
EXP_SH_gap,gap,"[1, 3]",69,0.8000000000000052,B,0,1,0,1,1,2,2,0,1,0.22857142857143323,0.7439552323595171
EXP_SH_gap,gap,"[1, 3]",70,0.20000000000000462,B,0,1,0,3,1,1,1,0,0,0.9142857142857195,0.7723099021986023
EXP_SH_gap,gap,"[1, 3]",71,-0.9999999999999964,A,1,0,0,3,3,1,1,0,0,-0.8761904761904725,0.22657861434991106
EXP_SH_gap,gap,"[1, 3]",72,4.440892098500626e-15,B,0,1,0,1,1,2,1,1,1,-0.5333333333333294,0.7617857049836663
EXP_SH_gap,gap,"[1, 3]",73,-0.5999999999999961,A,1,0,0,3,1,1,1,0,0,0.7523809523809576,0.8068864601895296
EXP_SH_gap,gap,"[1, 3]",74,4.440892098500626e-15,B,0,1,0,3,1,1,1,0,0,0.9714285714285767,0.7310415642817336
EXP_SH_gap,gap,"[1, 3]",75,-0.9999999999999964,A,1,0,0,3,3,1,1,0,1,-0.8571428571428534,0.26289854746366237
EXP_SH_gap,gap,"[1, 3]",76,-0.9999999999999964,A,1,0,0,1,1,1,1,0,0,-0.9999999999999964,0.9154754164341277
EXP_SH_gap,gap,"[1, 3]",77,-0.9999999999999964,A,1,0,0,3,1,1,1,0,0,0.7904761904761958,0.8291732898925309
